tweet,label,clean_text
"TERUNGKAP!! BUNDA INILAH BAHAYA Makanan Anak Kinder Joy, Ternyata Penyebab Kanker!... http://fb.me/7j3l3Hn2U",hoax,ungkap bunda ini bahaya makan anak kinder joy nyata sebab kanker
BAHAYA Makanan Anak Kinder Joy Ternyata Penyebab Kanker! . Semua WAJIB BACA !! http://fb.me/73iyDKd8H,hoax,bahaya makan anak kinder joy nyata sebab kanker semua wajib baca
WOW ===> BAHAYA Makanan Anak Kinder Joy Ternyata Penyebab Kanker! http://detiksiana7.blogspot.co.id/2015/11/wow-bahaya-makanan-anak-kinder-joy.html,hoax,wow bahaya makan anak kinder joy nyata sebab kanker
"Ingatkah kamu ketika Rich Horner seorang turis asal Inggris mengupload sebuah video saat dirinya tengah menyelam di Pulau Nusa Penida, Bali dengan kondisi laut dipenuhi sampah plastik? #Furec #FullyRecyclable #Recycle #buangsampahpadatempatnya",hoax,ingat kamu rich horner orang turis asal inggris mengupload buah video diri tengah selam pulau nusa penida bal kondisi laut penuh sampah plastik
"Fenomena sampah plastik lainnya datang dari seorang penyelam Inggris, Rich Horner, yang melakukan penyelaman dan merekam kondisi laut di dekat Nusa Penida, Bali, yang dipenuhi oleh sampah plastik.",hoax,fenomena sampah plastik lain datang orang selam inggris rich horner laku selam rekam kondisi laut dekat nusa penida bal penuh sampah plastik
"Pria Inggris Videokan Kotornya Laut Nusa Penida Bali yang Dipenuhi Sampah Plastik, Jadi Viral. . . http://dlvr.it/QK6b3s",hoax,pria inggris video kotor laut nusa penida bal penuh sampah plastik jadi viral
"Pria Inggris Videokan Kotornya Laut Nusa Penida Bali yang Dipenuhi Sampah Plastik, Jadi Viral. . . – Berita Terbaru https://seputarindonesia.org/pria-inggris-videokan-kotornya-laut-nusa-penida-bali-yang-dipenuhi-sampah-plastik-jadi-viral-berita-terbaru.html",hoax,pria inggris video kotor laut nusa penida bal penuh sampah plastik jadi viral  berita baru
Bule Asal Inggris Memvideokan Kotornya Laut Nusa Penida Bali yang Dipenuhi Sampah Plastik http://wow.tribunnews.com/s/baece via ,hoax,bule asal inggris video kotor laut nusa penida bal penuh sampah plastik via
Siapa bilang perairan Nusa Penida dipenuhi sampah plastik seperti yang diperbincangkan di media sosial? #IniLhoAslinyaNusaPenida #WonderfulNusaPenida,?,siapa bilang air nusa penida penuh sampah plastik bincang media sosial
ASSALAMU'ALAIKUM... Beredar Kabar Di Medsos ini bahwa Layanan Facebook : AKAN DITUTUP PEMERINTAH PADA TANGGAL 24 APRIL 2018 INI... Karena Data Satu Juta Pengguna Facebook Di Indonesia Ikut Bocor Dalam Skandal... https://facebook.com/purwanto.pur.3910/posts/1922514621094653,hoax,assalamualaikum edar kabar medsos layan facebook tutup perintah tanggal april data satu juta guna facebook indonesia ikut bocor skandal
"Menulislah sepuasmu untuk terakhir kali, Facebook akan ditutup tanggal 24 april 2018 mulai dari jam 00:00 dan akan dibuka lagi pada tanggal yang sama jam 00:00000001 ttd. Mak suryani",hoax,tulis puas akhir kali facebook tutup tanggal april mulai jam buka tanggal sama jam ttd mak suryani
HOAX facebook akan ditutup pada tanggal 24 April 2018 https://facebook.com/DFE.VRP1.7.17/posts/1726450777402109,hoax,hoax facebook tutup tanggal april
"Dengar Info Facebook akan Ditutup, Status Perpisahan dari Banyak Akun Ini Bikin Senyum… https://goo.gl/fb/E5Mw8e",hoax,dengar info facebook tutup status pisah banyak akun bikin senyum
"PENTING BANGET nih Idol Lovers! 2 hari lagi #IdolRekomendasi di Facebook akan ditutup. Ayo, rekomendasikan teman/sahabat/saudara/pacar dengan cara upload video bernyanyi mereka di Facebook pribadimu.",hoax,penting banget nih idol lovers hari facebook tutup ayo rekomendasi temansahabatsaudarapacar cara upload video nyanyi facebook pribadi
"Info Menarik Terbaru Tentang (Dengar Info Facebook akan Ditutup, Status Perpisahan dari Banyak Akun Ini ...) - http://infomenarik-terbaru.com/dengar-info-facebook-akan-ditutup-status-perpisahan-dari-banyak-akun-ini-bikin-senyum-simpul/",hoax,info tarik baru dengar info facebook tutup status pisah banyak akun
"Facebook akan ditutup di indonesia: Ancaman itu muncul dari Chief Rudiantara, Menteri… https://goo.gl/fb/w1kCRi",hoax,facebook tutup indonesia ancam muncul chief rudiantara menteri
Kalau benar pak Munarman sampai lumpuh permanen kenapa dan diapakan?,?,kalau benar pak munarman lumpuh permanen apa
Catat!! Munarman saat ditangkap sehat wal Afiat.. Kalo sekarang jadi seperti yg diberitakan.. Berarti sdh terjadi pelanggaran HAM.. Tunjukkan Munarman sekarang juga.. NGO2 HAM pada diam aja.. Wooiiii.. Kawal Munarman,hoax,catat munarman tangkap sehat wal afiat kalo sekarang jadi berita arti sdh jadi langgar ham tunjuk munarman sekarang ngo ham diam aja wooiiii kawal munarman
"Ktanya pinter,tp sm hoax msh aja kemakan",valid,ktanya pintertp sm hoax msh aja makan
"Sudah ada klarifikasi dari pengacara munarman bahwa isu itu hoaxs,,, dan saran sy ada baikny polri menghadirkn munarman ke publik agar isu tsb tdk menambah keruwetan dinegri ini,,, semoga indonesia ttp kuat dan utuh",valid,klarifikasi acara munarman isu hoaxs saran sy baikny polri menghadirkn munarman publik isu tsb tdk tambah ruwet dinegri moga indonesia ttp kuat utuh
Astaqfirullah Al'Azhim. Munarman diapain sampai lumpuh permanen. Wajah berteriak ketakutanWajah berteriak ketakutanWajah berteriak ketakutan,hoax,astaqfirullah alazhim munarman diapain lumpuh permanen wajah teriak ketakutanwajah teriak ketakutanwajah teriak takut
"Sungguh dzolim mereka. Semoga mendapat balasan setimpal, kalau memang benar Pak Munarman dibuat begini.",hoax,sungguh dzolim moga dapat balas timpal kalau memang benar pak munarman buat begini
"Semoga Allah bikin lumpuh jg yg bikin bang Munarman lumpuh dan menyiksanya..
Aamiin ya Robb..",hoax,moga allah bikin lumpuh jg bikin bang munarman lumpuh siksa aamiin robb
Jambu Kristal Putih Dapat Menangkal Covid-19? Ini Faktanya,?,jambu kristal putih tangkal covid fakta
"Hoaks, Jambu Kristal Putih Bisa Jadi Penangkal Covid-19 http://dlvr.it/Rtww4k",valid,hoaks jambu kristal putih jadi tangkal covid
"Getarkan punggung , tetap minum jus jambu kristal...agar tahan serangan covid -19",hoax,getar punggung tetap minum jus jambu kristalagar tahan serang covid
Jambu Kristal Tidak Bisa Tangkal Covid-19 - https://starjogja.com/2021/03/04/jambu-kristal-tidak-bisa-tangkal-covid-19/…,valid,jambu kristal tangkal covid
[HOAKS atau FAKTA]: Jambu Kristal Putih jadi Obat Ampuh Penangkal COVID-19 #merahputihcom #hoaksataufakta #covid19 https://bit.ly/37ultuu,?,hoaks fakta jambu kristal putih jadi obat ampuh tangkal covid
"Jambu Kristal Kaya Gizi, Tidak Bisa Tangkal Covid-19",valid,jambu kristal kaya gizi tangkal covid
Pakar UGM: Jambu Kristal Tak Bisa Tangkal Covid-19,valid,pakar ugm jambu kristal tak tangkal covid
Ya allah gula jawa pake segala dipakein formalin -_-,hoax,allah gula jawa pake segala dipakein formalin
"Buah pake formalin, gula jawa pake formalin, ikan pake formalin. Mau makan apa sekarang...........",hoax,buah pake formalin gula jawa pake formalin ikan pake formalin mau makan apa sekarang
"Pagi-pagi berita gula jawa aϑa formalin, kmrn ikan laut, besok apa ƴɑ?? Apa koruptor jg berformalin ƴɑ smp mreka jg awet?!!",hoax,pagipagi berita gula jawa a a formalin kmrn ikan laut besok apa  apa koruptor jg formalin  smp mreka jg awet
*Gula Jawa atau Gula Merah* ternyata semua menggunakan *FORMALIN*_ Coba ikuti article dibawah ... *Gula Jawa/... http://fb.me/5q9FYg98N,hoax,gula jawa gula merah nyata semua guna formalin coba ikut article bawah gula jawa
GULA JAWA KANDUNG FORMALIN FABRICATED CONTENT : Beredar kabar gula Jawa mengandung bahan formalin. Dalam pesan berantai itu disebutkan jika formalin itu diteteskan atau dituangkan diatas pohon. Hasil verifikasi informasi oleh Jabar Saber Hoaks kabar tersebut adalah tidak benar.,valid,gula jawa kandung formalin fabricated content edar kabar gula jawa kandung bahan formalin pesan beranta sebut formalin tetes tuang atas pohon hasil verifikasi informasi jabar saber hoaks kabar sebut benar
Copas FB Boeng Koes GULA AREN alias GULA JAWA yang mengandung FORMALIN. Informasi ini saya dapat dari seseorang ... http://tmi.me/lTDgx,hoax,copas fb boeng koes gula aren alias gula jawa kandung formalin informasi orang
Beredar pesan berantai di beberapa grup Whatsapp mengenai gula jawa mengandung formalin dan sebabkan kanker. Bagaimana faktanya? ,?,edar pesan beranta beberapa grup whatsapp kena gula jawa kandung formalin sebab kanker bagaimana fakta
TNI Bantah Video Viral Tank Sekat Jalur Mudik: Itu Latihan,valid,tni bantah video viral tank sekat jalur mudik latih
"TNI ""KEBETULAN"" lg latihan pk tank pas orang2 lg mudik... ...",valid,tni betul lg latih pk tank pas orang lg mudik
"Pemerintah buat aturan yg menyakitan RAKYATnya...RAKYAT MUDIK dilarang pk TANK dan SENJATA LENGKAP bak mau perang, Tp TKA CHINA datang disambut SUMRINGAH... #MIKIIRRRR",hoax,perintah buat atur sakit rakyatnyarakyat mudik larang pk tank senjata lengkap bak mau perang tp tka china datang sambut sumringah
Mudik paling banter bawa kaleng kong guan sama wafer. Eh dihadang pake tank. Diketawain OPM kita,hoax,mudik paling banter bawa kaleng kong guan sama wafer eh dihadang pake tank diketawain opm
"Biar ada alesan kalau ditanya OPM ..; kenapa gak ke Papua bawa tank .(?) Jawabannya sudah ada : ""tank nya lagi dipake n'jegal pemudik .."" . Beres urusan ..",hoax,biar alesan kalau tanya opm gak papua bawa tank jawab tank nya dipake njegal mudik beres urus
Makin Lucu Kemarin Baleho .. Kini Latihan Di Dekat Area Penyekatan Jalur Larangan Mudik TNI Bantah Video Viral Tank Sekat Jalur Mudik: Itu Latihan,?,makin lucu kemarin baleho kini latih dekat area sekat jalur larang mudik tni bantah video viral tank sekat jalur mudik latih
"Ada Tank TNI di Tempat Penyekatan Arus Mudik, Buat Apa? | tvOne Minute",?,tank tni tempat sekat arus mudik buat apa tvone mute
Jd yg bnr yg mana? Ada testi yg sering di sleep laptopnya jd cepat rusak :( mjb ya,?,jd bnr mana testi sering sleep laptop jd cepat rusak mjb
"shutdown. kmrn laptop kk aku bru setahun udh rusak grgr kebanyakan di sleep, jdi rada takut klo mau sleep laptop ",hoax,shutdown kmrn laptop kk aku bru tahun udh rusak grgr banyak sleep jdi rada takut klo mau sleep laptop
Baru tau kalo laptop di sleep bikin rusak. Gw malah di sleep tiap hari wkwk,valid,baru tau kalo laptop sleep bikin rusak gw malah sleep tiap hari wkwk
"jangan keseringan main dikasur (ventnya ketahan gabisa ngambil udara), sleep gabikin rusak laptop (windows udah pinter sekarang), sering"" dibersihin apalagi kalo dipake di lingkungan yang cukup berdebu, storage jangan sampe full banget sampe dipaksa (beresiko bikin bad sector)",valid,jangan sering main kasur ventnya tahan gabisa ngambil udara sleep gabikin rusak laptop windows udah pinter sekarang sering dibersihin kalo dipake lingkung cukup debu storage jangan sampe full banget sampe paksa resiko bikin bad sector
"Ya njer, laptop w ke sleep 4hari rusak HDD. Asw, ganti HDD udah. Untung garansi.",hoax,njer laptop w sleep hari rusak hdd asw ganti hdd udah untung garansi
"Maaf jbjb aku gak tau alasan pastinya kenapa. Cuma laptop aku pernah rusak karena aku sleep beberapa hari, gak mu nyala lagi laptop nya wwkwk",hoax,maaf jbjb aku gak tau alas pasti cuma laptop aku pernah rusak aku sleep beberapa hari gak mu nyala laptop nya wwkwk
emang laptop kalo keseringa di sleep doang itu bikin cepet rusak ya?,?,emang laptop kalo keseringa sleep doang bikin cepet rusak
"#bolatime #euro2020 Inter Milan terpaksa menafikan kes serangan jantung dialami pemain antarabangsa Denmark, Christian Eriksen ada kaitan dengan vaksin Covid-19.",hoax,inter mil paksa nafi kes serang jantung alami main antarabangsa denmark christian eriksen kait vaksin covid
Antivaxx bodo nak kaitkan isu eriksen dgn vaksin. Cardiac arrest in the middle of football match happened a few times already before vaccine jabs. Smh habis yg sebelom2 ni apa bodo. Nouri? Casillas? Sukan berisiko takde kaitan dgn vaksin.,valid,antivaxx bodo nak kait isu eriksen dgn vaksin cardiac arrest in the middle of football match happened a few times already before vaccine jabs smh habis bom ni apa bodo nouri casillas sukan risiko takde kait dgn vaksin
"AntiVax kata eriksen pengsan sbb Vaksin Cepat la habis covid ni, penat dah melayan kepala otak conspiracy ni.",hoax,antivax kata eriksen pengsan sbb vaksin cepat la habis covid ni penat dah layan kepala otak conspiracy ni
nak tanya dia dah cucuk vaksin ke belum? Christian Eriksen sudah. apakah vaksin penyebabnya? oh...aku bukan anti vaksin.,hoax,nak tanya dah cucuk vaksin christian eriksen vaksin sebab ohaku bukan anti vaksin
Harus banget ada Investigasi official ke 2 tim tentunya sebelum pertandingan dimulai kan divaksinasi nah yang harus di investigasi Vaksin apa yang dipake dan tentunya uji lab kadar vaksin dan titik beku nya sampe berapa dan bagaimana kondisi Eriksen pada saat divaksin,hoax,banget investigasi official tim tentu tanding mulai kan vaksinasi nah investigasi vaksin apa dipake tentu uji lab kadar vaksin titik beku nya sampe berapa bagaimana kondisi eriksen vaksin
"Christian Eriksen, a perfectly fit soccer player who plays for one of the top soccer teams in the world and has the best medical attention, collapsed on the field today due to heart failure. Thanks God they were able to bring him back to life. He was given Pfizer a few days ago",hoax,christian eriksen a perfectly fit soccer player who plays for one of the top soccer teams in the world and has the best medical attention collapsed on the field today due to heart failure thanks god they were able to bring him back to life he was given pfizer a few days ago
"Pengarah Inter Milan menafikan spekulasi bahawa Eriksen rebah kerana komplikasi vaksin sebabnya pemain itu belum menerima vaksin . Nasihat kepada golongan konspirasi, kalau tak follow bola jangan bercakap mengenai perkara anda tak tahu.",valid,arah inter mil nafi spekulasi bahawa eriksen rebah rana komplikasi vaksin sebab main terima vaksin nasihat golong konspirasi kalau tak follow bola jangan cakap kena perkara tak tahu
"Beberapa waktu terakhir beredar kabar badak putih utara telah punah. Sebenarnya, saat ini masih tersisa dua ekor di dunia. Berikut fakta mengenai badak putih utara asal Afrika ini. #CNNIndonesia",valid,beberapa waktu akhir edar kabar badak putih utara punah benar sisa ekor dunia ikut fakta kena badak putih utara asal afrika
Belum sempet ketemu badak putih udah punah duluan. Sad,hoax,sempet ketemu badak putih udah punah duluan sad
daripada badak putih yang punah kata gue mending gue aja si yg punah dari dunia ini,hoax,badak putih punah kata gue mending gue aja si punah dunia
Abis liat badak putih punah terus dapat berita beginian hati jadi gak nyaman...,hoax,abis liat badak putih punah terus berita begini hati jadi gak nyaman
"Jangan disakitin please Udah cukup rumah dia aja yang di ambil, dianya jangan disakitin dia juga mau idup Dia harus diapain sih biar nantinya ga punah kaya badak putih?",hoax,jangan disakitin please udah cukup rumah aja ambil dia jangan disakitin mau idup diapain sih biar nanti ga punah kaya badak putih
"Berarti langka dong , kan badak putih sudah punah",hoax,arti langka dong kan badak putih punah
"Kabar punahnya Badak Putih Utara beberapa waktu lalu yang menggemparkan jagat maya agaknya berasal dari kisah serupa. Bisa dipastikan status konservasi badak putih utara masih berada pada level “punah secara fungsional"" yakni ketidakmampuan pembiakkan individu yang tersisa.",valid,kabar punah badak putih utara beberapa waktu lalu gempar jagat maya agak asal kisah rupa pasti status konservasi badak putih utara ada level punah fungsional ketidakmampuan biak individu sisa
"Jadi proyek2 infrastruktur yang dibangga-banggakan itu dibangun pakai dana haji,dan proyek2 di Kementerian agama juga memakai dana haji,? Keren juga ternyata pak 
@lukmansaifuddin


Jokowi Ternyata Sudah Pakai Rp.38,5 Triliun Dana Haji, Jamaah Tak Diberitahu",hoax,jadi proyek infrastruktur dibanggabanggakan bangun pakai dana hajidan proyek menteri agama pakai dana haji keren nyata pak jokowi nyata pakai rp triliun dana haji jamaah tak diberitahu
Bpk. Jokowi... Sebelum Selesai Masa Jabatanmu.. KEMBALIKAN DANA HAJI UMAT YG ANDA PAKAI UNTUK KEPENTINGAN INFRASTRUKTUR. Itu Uang Umat Bukan Uang Pribadi Anda atau Negara!!! #SaveDanaHaji #SaveOurDemocracy,hoax,bpk jokowi selesai masa jabat kembali dana haji umat pakai penting infrastruktur uang umat bukan uang pribadi negara
Seriusan ini? Ngapain makasih? - Emgnya Jokowi yg biayai jamaah haji? - Yang ada malah Dana Abadi Umat untuk Haji dipake buat Infrastruktur Gua heran tuh tulisan buat apa ,hoax,serius ngapain makasih emgnya jokowi biaya jamaah haji malah dana abadi umat haji dipake buat infrastruktur gua heran tuh tulis buat apa
Mending lu audit infrastruktur yg dibuat Jokowi. Sampe dana haji pun ludes.,hoax,mending lu audit infrastruktur buat jokowi sampe dana haji ludes
"KEMBALIKAN DANA HAJI KAMI!!!
Jokowi Ternyata Sudah Pakai Rp.38,5 Triliun Dana Haji, 
Jamaah Tak Diberitahu!!!
Keterlaluan! Baru Rezim Ini Yang Berani Pakai Dana Abadi Haji!
#SaveOurDemocracy
#AuditForensikKPU",hoax,kembali dana haji jokowi nyata pakai rp triliun dana haji jamaah tak diberitahu terlalu baru rezim berani pakai dana abadi haji
"[SALAH] Dana haji dipakai oleh pemerintah Jokowi untuk membangun infrastruktur ""Kepala Badan Pengelola Keuangan Haji (BPKH) Anggito Abimanyu mengatakan, tak ada dana haji yang digunakan ... Selengkapnya di bagian PENJELASAN dan REFERENSI""",valid,salah dana haji pakai perintah jokowi bangun infrastruktur kepala badan kelola uang haji bpkh anggito abimanyu kata tak dana haji guna lengkap bagi jelas referensi
[SALAH] Dana haji dipakai oleh pemerintah Jokowi untuk membangun infrastruktur - TurnBackHoax https://turnbackhoax.id/2019/04/08/salah-dana-haji-dipakai-oleh-pemerintah-jokowi-untuk-membangun-infrastruktur/,valid,salah dana haji pakai perintah jokowi bangun infrastruktur turnbackhoax
BAHAYA NASI DARI MAGIC COM Ini adalah fakta pertama yang membuat saya shock. Tapi syukurlah kalimat tersebut... http://fb.me/1Z1SQ2ZO5,hoax,bahaya nasi magic com fakta pertama buat shock syukur kalimat sebut
Mengapa Ini Disembunyikan Dari Publik! Bunda Harus Tau.. Ini Bahaya Nasi Dari Magic Com Yang Belum Diketahui Orang http://fb.me/4Kd7Ds5oj,hoax,sembunyi publik bunda tau bahaya nasi magic com tahu orang
